test-auc-mean,test-auc-std,train-auc-mean,train-auc-std,Best Iteration,base_score,eta,eval_metric,gamma,max_depth,min_child_weight,objective,scale_pos_weight,tree_method
0.857426,0.00173262652256,0.865782,0.000997014543525,713,0.932777311092,0.01,auc,1,8,0.1,binary:logistic,0.0720672427472,hist
0.856915666667,0.00186711708851,0.861766,0.000567220121881,733,0.932777311092,0.01,auc,2,8,0.1,binary:logistic,0.0720672427472,hist
0.857444666667,0.00196520013117,0.865891666667,0.00132805053451,721,0.932777311092,0.01,auc,1,10,0.1,binary:logistic,0.0720672427472,hist
0.856902666667,0.00182588176567,0.861810666667,0.000545762667181,738,0.932777311092,0.01,auc,2,10,0.1,binary:logistic,0.0720672427472,hist
0.858224,0.00202133421284,0.865440333333,0.00114604605298,738,0.932777311092,0.01,auc,1,8,1.0,binary:logistic,0.0720672427472,hist
0.856490333333,0.00240592384658,0.861735,0.0009478294502,747,0.932777311092,0.01,auc,2,8,1.0,binary:logistic,0.0720672427472,hist
0.857773666667,0.00209821707382,0.865282,0.00105613098935,736,0.932777311092,0.01,auc,1,10,1.0,binary:logistic,0.0720672427472,hist
0.856498666667,0.00230701269081,0.861646666667,0.000868389441565,740,0.932777311092,0.01,auc,2,10,1.0,binary:logistic,0.0720672427472,hist
0.856419,0.0021703174883,0.864747333333,0.00194294044056,69,0.932777311092,0.1,auc,1,8,0.1,binary:logistic,0.0720672427472,hist
0.855190333333,0.00282453115087,0.860837,0.00111315617353,71,0.932777311092,0.1,auc,2,8,0.1,binary:logistic,0.0720672427472,hist
0.856515666667,0.00253936006812,0.865026,0.00202249894932,70,0.932777311092,0.1,auc,1,10,0.1,binary:logistic,0.0720672427472,hist
0.855190333333,0.00282453115087,0.860837,0.00111315617353,71,0.932777311092,0.1,auc,2,10,0.1,binary:logistic,0.0720672427472,hist
0.857793666667,0.00168962191695,0.865740666667,0.00117121029519,74,0.932777311092,0.1,auc,1,8,1.0,binary:logistic,0.0720672427472,hist
0.855417666667,0.00233722147479,0.861077666667,0.00161115948586,74,0.932777311092,0.1,auc,2,8,1.0,binary:logistic,0.0720672427472,hist
0.857536,0.00184600758395,0.865397333333,0.00165463074095,73,0.932777311092,0.1,auc,1,10,1.0,binary:logistic,0.0720672427472,hist
0.855417666667,0.00233722147479,0.861077666667,0.00161115948586,74,0.932777311092,0.1,auc,2,10,1.0,binary:logistic,0.0720672427472,hist
