test-auc-mean,test-auc-std,train-auc-mean,train-auc-std,Best Iteration,base_score,eta,eval_metric,gamma,max_depth,min_child_weight,objective,scale_pos_weight,tree_method
0.859325666667,0.00105643751458,0.876500666667,0.001056328337,1217,0.932777311092,0.01,auc,0,4,1,binary:logistic,0.0720672427472,hist
0.859452666667,0.00133729112595,0.883009,0.00110627422761,1111,0.932777311092,0.01,auc,0,5,1,binary:logistic,0.0720672427472,hist
0.858623,0.00160944980247,0.889882,0.00104925497378,1082,0.932777311092,0.01,auc,0,6,1,binary:logistic,0.0720672427472,hist
0.859283666667,0.00158500059586,0.877742666667,0.000844682714923,126,0.932777311092,0.1,auc,0,4,1,binary:logistic,0.0720672427472,hist
0.859324666667,0.00119772710674,0.882541,0.00108087279548,105,0.932777311092,0.1,auc,0,5,1,binary:logistic,0.0720672427472,hist
0.858703,0.0012972627593,0.887662,0.000994376521579,93,0.932777311092,0.1,auc,0,6,1,binary:logistic,0.0720672427472,hist
0.859081333333,0.00102660681644,0.874305666667,0.000999471304685,50,0.932777311092,0.2,auc,0,4,1,binary:logistic,0.0720672427472,hist
0.858948,0.00125241287122,0.883200666667,0.000954222312788,52,0.932777311092,0.2,auc,0,5,1,binary:logistic,0.0720672427472,hist
0.858698,0.0014141176283,0.889138333333,0.00112144559486,49,0.932777311092,0.2,auc,0,6,1,binary:logistic,0.0720672427472,hist
0.858850666667,0.000625334221748,0.874705333333,0.000659283617944,31,0.932777311092,0.3,auc,0,4,1,binary:logistic,0.0720672427472,hist
0.858526666667,0.00104742552109,0.884036,0.00191128455931,33,0.932777311092,0.3,auc,0,5,1,binary:logistic,0.0720672427472,hist
0.858033666667,0.00139682743705,0.887903,0.00107785465934,28,0.932777311092,0.3,auc,0,6,1,binary:logistic,0.0720672427472,hist
