test-auc-mean,test-auc-std,train-auc-mean,train-auc-std,Best Iteration,base_score,eta,eval_metric,gamma,max_depth,min_child_weight,objective,scale_pos_weight,tree_method
0.854696,0.00176671691752,0.859597666667,0.00104302647245,82,0.932777311092,0.1,auc,2,10,1,binary:logistic,0.0720672427472,hist
0.857387333333,0.00118734924189,0.894807333333,0.00244384251175,28,0.932777311092,0.3,auc,0,6,0,binary:logistic,0.0720672427472,hist
0.856163666667,0.00136498017894,0.866051333333,0.0010402699436,24,0.932777311092,0.3,auc,1,6,0,binary:logistic,0.0720672427472,hist
0.855133333333,0.00222229525991,0.859866333333,0.000611730514379,23,0.932777311092,0.3,auc,2,6,0,binary:logistic,0.0720672427472,hist
0.855704666667,0.000217319017933,0.910986333333,0.0018213028914,23,0.932777311092,0.3,auc,0,8,0,binary:logistic,0.0720672427472,hist
0.858183666667,0.00110229951566,0.868250333333,0.000538376778433,28,0.932777311092,0.3,auc,1,8,0,binary:logistic,0.0720672427472,hist
0.856892,0.000494093783271,0.861308,0.00146476687565,25,0.932777311092,0.3,auc,2,8,0,binary:logistic,0.0720672427472,hist
0.854778333333,0.0013069828699,0.923604666667,0.000467703847417,21,0.932777311092,0.3,auc,0,10,0,binary:logistic,0.0720672427472,hist
0.857173666667,0.00124196976166,0.868173666667,0.00129690306328,29,0.932777311092,0.3,auc,1,10,0,binary:logistic,0.0720672427472,hist
0.856892,0.000494093783271,0.861308,0.00146476687565,25,0.932777311092,0.3,auc,2,10,0,binary:logistic,0.0720672427472,hist
0.858033666667,0.00139682743705,0.887903,0.00107785465934,28,0.932777311092,0.3,auc,0,6,1,binary:logistic,0.0720672427472,hist
0.857259666667,0.00150450973927,0.866171,0.000415858950447,26,0.932777311092,0.3,auc,1,6,1,binary:logistic,0.0720672427472,hist
0.856767333333,0.00046134465304,0.861596,0.00125701259607,30,0.932777311092,0.3,auc,2,6,1,binary:logistic,0.0720672427472,hist
0.855910666667,0.000754852009043,0.890824,0.0011994773862,22,0.932777311092,0.3,auc,0,8,1,binary:logistic,0.0720672427472,hist
0.855742666667,0.00151231529634,0.866809333333,0.00110163192078,24,0.932777311092,0.3,auc,1,8,1,binary:logistic,0.0720672427472,hist
0.855264,0.00174473971316,0.860605666667,0.000695306806781,30,0.932777311092,0.3,auc,2,8,1,binary:logistic,0.0720672427472,hist
0.854638,0.00123033979046,0.899676333333,0.000818883114709,24,0.932777311092,0.3,auc,0,10,1,binary:logistic,0.0720672427472,hist
0.857977666667,0.000685619103844,0.868798,0.00111305615312,30,0.932777311092,0.3,auc,1,10,1,binary:logistic,0.0720672427472,hist
0.855264,0.00174473971316,0.860605666667,0.000695306806781,30,0.932777311092,0.3,auc,2,10,1,binary:logistic,0.0720672427472,hist
